PGM_ID,APPROVAL_PROCESS_NAME,PGM_NAME,MATERIAL_GROUP,TECH_CENTER_LOC,NEED_BY_DATE,CREATED_DATE,ASSIGNED_TO,CREATOR,ASSIGNEE,REQUESTER,CURRENT_STATUS,PROGRAM_STAGE,MATERIAL_CODE,REVISION_NO,CLASS,SUB_CLASS,SUPPLIER_NAME,SUPPLIER_PLANT,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_COUNTRY,SUPPLIER_PLANT_LOCATION,SUPPLIER_TRADENAME,AGENT_NAME,AGENT_PLANT,AGENT_CITY,AGENT_STATE,AGENT_COUNTRY,AGENT_PLANT_LOCATION,COMMODITY_GROUP,MATERIAL_CATEGORY,REGION_FOR_TRIAL,PLANT_FOR_TRIAL,PLANT_SLOT,EXP_CODE,SPECIFIC_GRAVITY,RHC_POLYMER,RHC_OIL,RHC_FILTER,RMI_DESC,MANET_CLASS,MANET_SUBCLASS,MATERIAL_TYPE,MATERIAL_SUBTYPE,COMPONENT_TYPE,STAINING,COMPATIBLE,MATERIAL_FORM,PGM_REASON,AGENT_BUILD_BREAK,REINGMI_DESC,MAT_CLASS,MAT_SUBCLASS,MAT_DOUBLE_SUBCLASS,APPROVAL_REGIONS,RESTRICTED_PLANTS
8705,NEW MATERIAL,NM_008705,RAW MATERIAL,GTC*A,,2009-07-30 10:59:08,739,Thomas Stockman,John Verthe,Thomas Stockman,Cancelled,HSE PRE APPROVAL,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",102-329,,,,,,,,,NA,ICM*A,,RFX0006692,0.95,100,0,0,"Pre polymerization with 115 mL allo ocimine,raised DTP to 15.0 eq., temp raised to 75C after 109 minutes, 77.8 ML4 base, 68.5 ML4 final, very high Tg, conversion  																				
",,,POLY,POLY,SBR,N,N,S,10 gallon batch polyisoprene or poly butadiene with allo ocimine,,,,,,NA,
8706,NEW MATERIAL,NM_008706,RAW MATERIAL,GTC*A,,2009-07-30 10:59:11,739,Thomas Stockman,John Verthe,Thomas Stockman,Cancelled,HSE PRE APPROVAL,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",102-331,,,,,,,,,NA,ICM*A,,RFX0006693,.95,100,0,0,"Polyisoprene, TEOS terminated, 89.0 ML4, -2.31C Tg											
",,,POLY,POLY,SBR,N,N,S,10 gallon batch polyisoprene or polybutadiene with allo ocimine,,,,,,NA,
8707,NEW MATERIAL,NM_008707,RAW MATERIAL,GTC*A,,2009-07-30 10:59:13,236,Thomas Stockman,Kelley Gallagher,Thomas Stockman,Cancelled,PROGRAM INITIATION - Completed ,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",102-309,,,,,,,,,NA,ICM*A,,N0040560,,,,,,,,,,,,,,10 gallon bacth polyisoprene or polybutadiene with allo ocimine,,,,,,NA,
8708,NEW MATERIAL,NM_008708,RAW MATERIAL,GTC*A,,2009-07-30 10:59:15,236,Thomas Stockman,Kelley Gallagher,Thomas Stockman,Cancelled,PROGRAM INITIATION - Completed ,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",102-309,,,,,,,,,NA,ICM*A,,N0040561,,,,,,,,,,,,,,10 gallon batch polyisoprene or polybutadiene with allo ocimine,,,,,,NA,
8709,NEW MATERIAL,NM_008709,RAW MATERIAL,GTC*A,,2009-07-30 10:59:17,739,Thomas Stockman,John Verthe,Thomas Stockman,Cancelled,HSE PRE APPROVAL,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",102-312,,,,,,,,,NA,ICM*A,,RFX0006694,0.95,100,0,0,"Polyisoprene, Control, 90 ML4 (finished), -4.26 Tg, >15 lbs for three blended batches											
",,,POLY,POLY,SBR,N,N,S,10 gallon batch polyisoprene or polybutadiene with alloocimine,,,,,,NA,
8710,NEW MATERIAL,NM_008710,RAW MATERIAL,GTC*A,,2009-07-30 10:59:19,739,Thomas Stockman,John Verthe,Thomas Stockman,Cancelled,HSE PRE APPROVAL,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",102-328A,,,,,,,,,NA,ICM*A,,RFX0006695,0.95,100,0,0,"Pre polymerization with 115 mL allo ocimine, temp raised to 75C after 109 minutes, 77.2 ML4 base, 75.9 ML4 final, good Tg, conversion  											
",,,POLY,POLY,SBR,N,N,S,10 gallon batch polyisoprene or polybutadiene with allo ocimine,,,,,,NA,
8811,SOURCE CHANGE,SC_008811,RAW MATERIAL,GTC*L,,2009-08-03 15:28:37,1340,Corey S Yon,Andres Mele,,Completed,PAPER WORK - Completed  Process Trial completed (12/14/2009),BEROLIC,10.0,Resins,Tackifying,SinoLegend (ZhangJiaGang)Chemical,"Zhangjiagang, Jiangsu, China",Zhangjiagang,Jiangsu,China,"Zhangjiagang, Jiangsu, China",SL-1801,,,,,,,PCO,Resin,AP,Dalian,2009-12-31,N0040570,,,,,,,,,,,,,,Agility - cost savings,,,,,,"AP, EMEA, LA, NA",
9301,SOURCE CHANGE,SC_009301,RAW MATERIAL,GTC*L,,2009-08-25 10:03:56,1100,Shawn Pace,Thomas Gillmann,,Cancelled,TIRE BUILD - Material Received,BAMELIC-A,3.0,Polymers,"BR, Polybutadiene",JSC NIZHNEKAMKSNEFTEKHIM,"Nizhnekamsk, Russia",Nizhnekamsk,Others,Russia,"Nizhnekamsk, Russia",SKD-N,SAWEX,WARSAW,WARSAW,Others,Poland,"WARSAW, Poland",Synthetic Rubber,BR,EMEA,Montlucon,,N0040643,,,,,,,,,,,,,,move from Bud 1207/1208,,,,,,EMEA,
9528,NEW MATERIAL,NM_009528,RAW MATERIAL,GTC*A,2009-09-30,2009-09-04 15:21:37,236,Robert Bethea,Kelley Gallagher,Robert Bethea,Cancelled,PROGRAM INITIATION - In Progress ,,,,,ASAHI CHEMICAL,"NOBEOKA, JAPAN",NOBEOKA,Others,Japan,"NOBEOKA, Japan",Tufdene 4850,ASAHI CHEMICAL,"NOBEOKA, JAPAN",NOBEOKA,Others,Japan,"NOBEOKA, Japan",,,NA,ICM*A,,N0040665,,,,,,,,,,,,,,New Awesome Polymer to try in race treads.,,,,,,NA,
9529,NEW MATERIAL,NM_009529,RAW MATERIAL,GTC*A,2009-09-30,2009-09-04 15:21:38,236,Robert Bethea,Kelley Gallagher,Robert Bethea,Cancelled,PROGRAM INITIATION - In Progress ,,,,,ASAHI CHEMICAL,"NOBEOKA, JAPAN",NOBEOKA,Others,Japan,"NOBEOKA, Japan",Tufdene 4850,ASAHI CHEMICAL,"NOBEOKA, JAPAN",NOBEOKA,Others,Japan,"NOBEOKA, Japan",,,NA,ICM*A,,N0040666,,,,,,,,,,,,,,New Awesome Polymer to try in race treads.,,,,,,NA,
9530,NEW MATERIAL,NM_009530,RAW MATERIAL,GTC*A,2009-09-30,2009-09-04 15:21:39,236,Robert Bethea,Kelley Gallagher,Robert Bethea,Cancelled,PROGRAM INITIATION - In Progress ,,,,,ASAHI CHEMICAL,"NOBEOKA, JAPAN",NOBEOKA,Others,Japan,"NOBEOKA, Japan",Tufdene 4850,ASAHI CHEMICAL,"NOBEOKA, JAPAN",NOBEOKA,Others,Japan,"NOBEOKA, Japan",,,NA,ICM*A,,N0040667,,,,,,,,,,,,,,New Awesome Polymer to try in race treads.,,,,,,NA,
9531,NEW MATERIAL,NM_009531,RAW MATERIAL,GTC*A,2009-09-30,2009-09-04 15:21:40,580,Robert Bethea,Teresa Martter,Robert Bethea,Cancelled,HSE PRE APPROVAL,,,,,ASAHI CHEMICAL,"NOBEOKA, JAPAN",NOBEOKA,Others,Japan,"NOBEOKA, Japan",Tufdene 4850,ASAHI CHEMICAL,"NOBEOKA, JAPAN",NOBEOKA,Others,Japan,"NOBEOKA, Japan",,,NA,ICM*A,,RFX0006779,0.930,66.67,33.33,0,"Tufdene 4850 is an Asahi SSBR with 40% B.S., ML1+4 = 42.5, and oil extended with 50 parts of SRAE-type oil.  Medium vinyl content.",,,POLY,POLY,SBR,Y,Y,S,New Awesome Polymer to try in race treads.,,,,,,NA,
9601,NEW MATERIAL,NM_009601,RAW MATERIAL,GTC*A,2009-09-25,2009-09-09 10:30:11,77,Joseph Incavo,Ronda J Hinterlong,Joseph Incavo,Cancelled,HSE PRE APPROVAL,,,,,GOCPL,SINGAPORE,Singapore,Others,Singapore,"Singapore, Singapore",ENR25,GOCPL,SINGAPORE,Singapore,Others,Singapore,"Singapore, Singapore",,,NA,Buffalo / Tonawanda,,RFX0003103,1.03,100,0,0,Epoxidized NR,,,POLY,POLY,,N,Y,S,DVA Builds - barrier compound,,,,,,NA,
9701,NEW MATERIAL,NM_009701,RAW MATERIAL,GTC*A,,2009-09-14 09:55:32,2960,Kelley Gallagher,Alesia Salberg,Paul Sandstrom,Cancelled,LAB EVALUATION - Chemical Lab Results received 2009901073,,,,,DOW CHEMICAL,"SCHKOPAU, GERMANY",SCHKOPAU,Others,Germany,"SCHKOPAU, Germany",XZ 87082.01,,,,,,,,,NA,Lawton,,RFX0006765,0.93,100,0,0,NON-FUNCTIONAL version of GY code Elliptic.  See \"Sample Description\" attachment for further description of this sample.,,,POLY,POLY,SBR,N,Y,S,processing evaluations,,,,,,"AP, EMEA, LA, NA",
9702,NEW MATERIAL,NM_009702,RAW MATERIAL,DDC*H,2009-09-21,2009-09-14 10:11:52,651,Gabriele Meissner,Willi Reinig,Gabriele Meissner,Completed,PAPER WORK - Completed  please enter.,WEHLACIC,0.0,Polymers,"SBR, Solution",LANXESS,"PORT JEROME, FRANCE",PORT JEROME,Others,France,"PORT JEROME, France",BUNA VSL 2438-2HM,,,,,,,,,EMEA,Fuerstenwalde,,RFX0005399,.95,72.7,27.3,0,"High styrene SSBR,  Styr.=38%, Vinyl=24%",,,POLY,POLY,SBR,N,Y, ,"Evaluation of alternative OE-SSBR high styrene, low vinyl",,,,,,EMEA,
9726,NEW MATERIAL,NM_009726,RAW MATERIAL,GTC*A,2009-09-15,2009-09-15 13:16:20,77,Ronda J Hinterlong,Ronda J Hinterlong,Ronda J Hinterlong,Cancelled,HSE PRE APPROVAL Material is flammable.,,,,,Bode Chemie,Hamburg,Hamburg,Others,Germany,"Hamburg, Germany",Sterillium Rub,,,,,,,,,EMEA,Luxembourg,,RFX0006766,0.85,0,0,0,Hand Sanitizer - Sterillium Rub,,,,,,N,N, ,Hand Sanitizer Development,,,,,,EMEA,
9730,NEW MATERIAL,NM_009730,RAW MATERIAL,GTC*A,2009-09-15,2009-09-15 13:55:20,77,Ronda J Hinterlong,Ronda J Hinterlong,Ronda J Hinterlong,Cancelled,HSE PRE APPROVAL,,,,,Kennedy Hygiene Products,East Sussex,East Sussex,Others,UK,"East Sussex, UK",Savona Septigel,,,,,,,,,EMEA,Luxembourg,,RFX0006770,0.888,0,0,0,Evaluation of Savona Septigel Hand Sanitizer,,,,,,N,N,L,Evaluation of Hand Sanitizers,,,,,,EMEA,
5,REVISIONS,RE_000005,RAW MATERIAL,GTC*A,,2008-04-10 07:27:03,31,Gary Platz,Tom H Hoopes,Lothar C Braun,Completed,PAPER WORK - Completed,CODE1011,7.0,Curing Materials,"Metal Oxides, Salts",,,,,,,,,,,,,,,,,,,N0040001,,,,,,,,,,,,,,New revision,,,,,,,
8,NEW MATERIAL,NM_000008,RAW MATERIAL,GTC*A,2010-01-14,2008-04-10 09:13:30,77,Ronda J Hinterlong,Ronda J Hinterlong,Ronda J Hinterlong,Completed,PAPER WORK - Completed,WBINGR08,0.0,"Dyes, Colors, Pigments",Ink - External Striping,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,"Akron, OH, USA",TL-5746,,,,,,,,,NA,Lawton,,RFX0005750,1.03,0,0,0,Green waterbased low viscosity external striping ink,,,CEMT,CEMT,NONCURE MARKING,Y,Y, ,Green Waterbased tread striping ink,,,,,,"AP, EMEA, LA, NA",
22,NEW MATERIAL,NM_000022,RAW MATERIAL,GTC*A,2008-06-23,2008-04-10 11:20:23,3180,Bret Marts,Renee Weber,Bret Marts,Completed,PAPER WORK - Completed  GTRR-1606988431-1134,GRIFFINE,0.0,"Oils, Plasticizers","Plasticizers, Others",NYNAS,Nynashamn - Stockholm,Nynashamn - Stockholm,Others,Sweden,"Nynashamn - Stockholm, Sweden",Nytex 4700,,,,,,,,,,,,RFX0005770,0.94,0,0,0,"HN oil and an asphaltene stream
",,,,,,N,Y,L,New LPCA process Oil,,,,,,"AP, EMEA, LA, NA","Indonesia, Melksham, South Africa, Thailand"
25,NEW MATERIAL,NM_000025,RAW MATERIAL,GTC*A,,2008-04-10 13:50:37,236,Bret Marts,Kelley Gallagher,Bret Marts,Cancelled,LAB EVALUATION - Chemical Lab Results received Downloaded week of 4-28-08,,,,,CALUMET LUBRICANTS,"Shreveport, LA, USA",Shreveport,LA,USA,"Shreveport, LA, USA",Calsol T100,,,,,,,,,,,,RFX0005771,0.924,0,0,0,Blend of 60% Deasphalted Oil and 40% Heavy Hydrotreated Naphthenic Distillates,,,,,,N,Y,L,New Napthenic Process Oil,,,,,,"AP, EMEA, LA, NA",
31,NEW SOURCE,NS_000031,REINFORCEMENT,GTC*A,2008-10-31,2008-04-10 16:09:22,160,Julie Graybill,Michael E Putinski,Gary Platz,Completed,PAPER WORK - Completed,S04T,0.0,YARN,POLYESTER - HMLS,HYOSUNG CORPORATION,"Dong Nai, Vietnam",Dong Nai,Others,Vietnam,"Dong Nai, Vietnam",HSP-40,,,,,,,Fabric,Fabric,NA,Union City,2008-09-30,RFY00025,,,,,,,,,,,,,,Cost Savings,,1100 DECITEX HMLS POLYESTER,YARN,POLYESTER - HMLS,,NA,
61,NEW MATERIAL,NM_000061,RAW MATERIAL,GTC*A,,2008-04-14 09:33:36,412,Pete Brawn,Bill Francik,Jennifer Labbe,Cancelled,HSE PRE APPROVAL,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",APR-6211,,,,,,,,,,,,RFX0005785,0.95,0,0,0,40-40 MVR,,,POLY,POLY,SBR,N,Y,S,MVR,,,,,,NA,
81,NEW MATERIAL,NM_000081,RAW MATERIAL,GTC*A,,2008-04-14 10:26:42,412,Jennifer Labbe,Bill Francik,Jennifer Labbe,Cancelled,LAB EVALUATION -,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",APR-6199,,,,,,,,,,,,RFX0005807,0.95,0,0,0,40/40 MVR with 73ML,,,POLY,POLY,SBR,U,Y,S,MVR Evaluations,,,,,,NA,
82,NEW MATERIAL,NM_000082,RAW MATERIAL,GTC*L,2010-09-30,2008-04-14 10:37:04,77,Lothar C Braun,Ronda J Hinterlong,Lothar C Braun,Cancelled,"PRODUCTION CODE - Submitted WB = waterbased
IN = ink
WH = white",,,,,DARMEX SACIFI,"Buenos Aires, Argentina",Buenos Aires,Others,Argentina,"Buenos Aires, Argentina",PI-1B,,,,,,,,,EMEA,Debica,,RFX0005273,1.13,0,0,0,"MR 08-21: Darmex waterbased ink PI-1B white
experimental code:		X0005273
GDYR Code proposal: INKW01WH",,,,,,N,Y, ,waterbased inks in SOS,,,,,,EMEA,
101,NEW MATERIAL,NM_000101,RAW MATERIAL,GTC*A,,2008-04-14 15:13:26,372,Corey S Yon,Rebecca Dando,Corey S Yon,Cancelled,PRODUCTION CODE - Submitted,,,,,OCCIDENTAL CHEMICAL,"Taft, LA, USA",Taft,LA,USA,"Taft, LA, USA",Caustic Soda 25,,,,,,,,,NA,Chem Bayport,,RFX0005368,1.32,0,0,0,"Clear, water white caustic solution (25 percent)",,,,,,N,N,L,Bayport wants to switch to diaphram grade of caustic soda (25% vs. 50%),,,,,,NA,
103,NEW MATERIAL,NM_000103,RAW MATERIAL,GTC*L,2010-09-30,2008-04-15 02:53:06,77,Lothar C Braun,Ronda J Hinterlong,Lothar C Braun,Cancelled,"PRODUCTION CODE - Submitted trial already done in Poland and Sava, please see MR 08-22",,,,,DARMEX SACIFI,"Buenos Aires, Argentina",Buenos Aires,Others,Argentina,"Buenos Aires, Argentina",PI-2B,,,,,,,,,EMEA,Debica,,RFX0004460,1.13,0,0,0,MR 08-22: Darmex waterbased ink PI-2B yellow,,,,,,U,Y, ,waterbased inks in SOS,,,,,,EMEA,
123,NEW MATERIAL,NM_000123,RAW MATERIAL,GTC*L,2008-07-08,2008-04-15 11:10:06,1220,Lothar C Braun,Manuela Pompei,Lothar C Braun,Cancelled,RAW MATERIAL INFORMATION - Completed,,,,,BOCHEM,PIONKI,PIONKI,Others,Poland,"PIONKI, Poland",Dispersion Lacquer Red-0300,,,,,,,,,EMEA,Debica,,RFX0004817,1,0,0,0,Bochem waterbased ink Dispersion Lacquer Red-0300,,,,,,N,Y, ,waterbased inks into SOS,,,,,,EMEA,
146,NEW MATERIAL,NM_000146,RAW MATERIAL,GTC*A,,2008-04-16 17:13:05,412,Pete Brawn,Bill Francik,Pete Brawn,Cancelled,HSE PRE APPROVAL,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",103-262 Drum Dried,,,,,,,,,,,,RFX0005795,0.95,0,0,0,"Drum Dried - nBL 25/75 SBR - terminated with 1 eq Imine Glyme, secondary post rx addition of 4 eq 2-ethylhexanol - 10 gallon batch rx",,,POLY,POLY,SBR,N,Y,S,Functional Polymer,,,,,,NA,
147,NEW MATERIAL,NM_000147,RAW MATERIAL,GTC*A,,2008-04-16 17:17:06,412,Pete Brawn,Bill Francik,Pete Brawn,Cancelled,HSE PRE APPROVAL,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",103-257 Drum Dried,,,,,,,,,,,,RFX0005796,0.95,0,0,0,"Drum Dried- nBL 25/75 SBR - terminated with 1 eq Imine Glyme, secondary post rx addition of 1 eq 2-ethylhexanol, third post rx addition of nBL at 1 eq - 10 gallong batch rx",,,POLY,POLY,SBR,N,Y,S,Functional Polymer,,,,,,NA,
168,NEW MATERIAL,NM_000168,RAW MATERIAL,GTC*A,,2008-04-17 09:48:08,412,Bill Francik,Bill Francik,Bill Francik,Cancelled,HSE PRE APPROVAL,,,,,GOODYEAR TIRE AND RUBBER,"Akron, OH, USA",Akron,OH,USA,"Akron, OH, USA",R2-2-22-08,,,,,,,,,,,,RFX0005820,0.92,0,0,0,Tris(dimethylvinylsiloxy)methylsilane,,,POLY,POLY,SBR,N,Y, ,New Polymer Evaluation,,,,,,NA,
177,NEW MATERIAL,NM_000177,RAW MATERIAL,GTC*A,,2008-04-17 09:51:11,236,Bill Francik,Kelley Gallagher,Bill Francik,Cancelled,RAW MATERIAL INFORMATION - In Progress,,,,,GOODYEAR TIRE AND RUBBER,"Akron, OH, USA",Akron,OH,USA,"Akron, OH, USA",R1 2-22-08,,,,,,,,,,,,N0040013,0.92,0,0,0,tetramethyl-dihexyl-guanidinium bromide,,,POLY,POLY,SBR,N,Y, ,New Polymer Evaluation,,,,,,NA,
178,NEW SOURCE,NS_000178,REINFORCEMENT,GTC*A,,2008-04-17 10:09:17,216,Gary Platz,Karen Manbeck,Gary Platz,Cancelled,PAPER WORK -,107A,0.0,YARN,ARAMID,HYOSUNG CORPORATION,"Americana, SP, Brazil",Americana,Others,Brazil,"SP, Americana, Brazil",AD28WR,,,,,,,Fabric,Fabric,AP,Philippines,,RFY00004,,,,,,,,,,,,,,test,,this is a test,YARN,ARAMID,,AP,
179,NEW SOURCE,NS_000179,REINFORCEMENT,GTC*A,,2008-04-17 10:34:29,216,Gary Platz,Karen Manbeck,,Cancelled,PROGRAM INITIATION - Completed ,112A,0.0,YARN,ARAMID,HYOSUNG CORPORATION,"Eonyang, South Korea",Eonyang,Others,South Korea,"Eonyang, South Korea",C101UW,,,,,,,Fabric,Fabric,AP,Nippon Giant,,RFY00002,,,,,,,,,,,,,,test,,vvvvv,YARN,ARAMID,,AP,
180,REVISIONS,RE_000180,RAW MATERIAL,GTC*A,,2008-04-17 11:16:59,96,Corey S Yon,Maureen DeSanzo,Corey S Yon,Completed,PAPER WORK - Completed  Chemtura will be deactivated per Maureen Putt,NAILAX,10.0,Weathering Protectors,"Antioxidant, Antiozonant",,,,,,,,,,,,,,,,,,,N0040014,,,,,,,,,,,,,,"This revision has the following changes:
1-Replaces revision # 10, finalized 03-04-02
2-Update to global format
3-Change color and form to include current state-of-art-production
4-Remove IR Scan and Solubility from reference tests
5-Move Fineness, Specific Gravity, Copper, and Manganese to Material Description
6-Include section 2.8 - \"Age (Suppliers Responsibility): Suppliers can not ship material more than 10 months from date of manufacture. Age (Goodyear Plant Responsibility ¿ for Goodyear internal use only): Material must be used in production by 12 months from the date of manufacture.\"
7-Iron test from QA 65-11 to QA 8008-1",,,,,,,
187,NEW SOURCE,NS_000187,RAW MATERIAL,GTC*A,,2008-04-17 14:49:45,31,Mike Shenigo,Tom H Hoopes,Tom H Hoopes,Cancelled,PROGRAM INITIATION - Negative Priority Entered ,THANKSIC,0.0,Polymers,"Halobutyl, Butyl",NIZHNEKAMSK,"NIZHNEKAMSK, RUSSIA",NIZHNEKAMSK,Others,Russia,"NIZHNEKAMSK, Russia",BK1675NBK1675N,SAWEX,WARSAW,WARSAW,Others,Poland,"WARSAW, Poland",Synthetic Rubber,Other Polymer,NA,Danville,,N0040016,,,,,,,,,,,,,,COST SAVINGS,,,,,,NA,
326,NEW MATERIAL,NM_000326,RAW MATERIAL,GTC*L,,2008-04-23 11:30:58,1220,Lothar C Braun,Manuela Pompei,Lothar C Braun,Cancelled,PROGRAM INITIATION - Completed ,,,,,G and G Lacke,G&G Lacke,D-64839 Muenster,Others,Germany,"G&G Lacke, D-64839 Muenster, Germany",43W-2102-0715,,,,,,,,,EMEA,Hanau,,RFX0005837,1.15,0,0,0,wb ink grey,,,,,,N,U, ,waterbased inks,,,,,,EMEA,
334,NEW MATERIAL,NM_000334,RAW MATERIAL,GTC*A,2010-01-14,2008-04-23 14:33:23,77,Ronda J Hinterlong,Ronda J Hinterlong,Ronda J Hinterlong,Completed,PAPER WORK - Completed,WBINWH07,0.0,"Dyes, Colors, Pigments",Ink - External Striping,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,"Akron, OH, USA",TH-1259,,,,,,,,,NA,Buffalo / Tonawanda,,RFX0005707,1.09,0,0,0,White waterbased high viscosity external striping ink,,,CEMT,CEMT,NONCURE MARKING,N,Y,L,White striping ink - higher viscosity,,,,,,"AP, EMEA, LA, NA",
335,NEW MATERIAL,NM_000335,RAW MATERIAL,GTC*A,2010-01-14,2008-04-23 14:38:54,77,Ronda J Hinterlong,Ronda J Hinterlong,Ronda J Hinterlong,Completed,PAPER WORK - Completed,WBINOR06,0.0,"Dyes, Colors, Pigments",Ink - External Striping,APV ENGINEERED COATINGS,Akron,Akron,OH,USA,"Akron, OH, USA",TL-3387,,,,,,,,,NA,Lawton,,RFX0005709,1.05,0,0,0,Orange waterbased low viscosity external striping ink,,,CEMT,CEMT,NONCURE MARKING,Y,Y,L,Orange water based striping ink,,,,,,"AP, EMEA, LA, NA",
336,NEW MATERIAL,NM_000336,RAW MATERIAL,GTC*A,,2008-04-23 14:39:59,412,Jennifer Labbe,Bill Francik,Jennifer Labbe,Cancelled,HSE PRE APPROVAL,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",APR-6217,,,,,,,,,,,,RFX0005808,0.95,0,0,0,MVR 40/40 with 58 ML,,,POLY,POLY,SBR,N,Y, ,MVR Evaluations,,,,,,NA,
341,OTHER MATERIAL,OM_000341,RAW MATERIAL,GTC*A,,2008-04-24 11:25:51,2960,Kelley Gallagher,Alesia Salberg,,Cancelled,PROGRAM INITIATION - Completed ,BUD1254,10.0,Polymers,"BR, Polybutadiene",GOODYEAR TIRE AND RUBBER,Beaumont,Beaumont,TX,USA,"Beaumont, TX, USA",BUD1254,,,,,,,,,,,,RFX0005814,.93,80,20,0,BUD1254 with Morite,,,POLY,POLY,PBD,Y,Y, ,Evaluate age limit of BUD1254 with Morite,,,,,,,
361,NEW MATERIAL,NM_000361,RAW MATERIAL,GTC*A,2008-11-30,2008-04-25 08:44:35,31,Tom H Hoopes,Tom H Hoopes,Tom H Hoopes,Cancelled,HSE PRE APPROVAL,,,,,EXXONMOBIL CHEMICAL,"Notre-Dame-de-Gravenchon, France",Notre-Dame-de-Gravenchon,Others,France,"Notre-Dame-de-Gravenchon, France",Butyl 268,,,,,,,,,,,,RFX0005074,0.92,100,0,0,Exxon NDG Butyl 268 with CaSt partitioning agent and new polymerization temp,,,POLY,POLY,,N,N,S,New Code For Butyl 268 From Exxon Since Exxon Changed Polymerization and Partitioning Agent,,,,,,"AP, EMEA, LA, NA",
381,NEW MATERIAL,NM_000381,RAW MATERIAL,GTC*A,,2008-04-28 09:11:31,160,Corey S Yon,Michael E Putinski,Corey S Yon,Cancelled,RAW MATERIAL INFORMATION - Completed Silicon Tetrachloride,,,,,PRAXAIR,PRAXAIR DISTRIBUTION,Bethlehem,PA,USA,"PRAXAIR DISTRIBUTION, Bethlehem, PA, USA",Praxair Chlorosilane A-160,,,,,,,,,NA,Chem Beaumont,,RFX0005830,1.483,0,0,0,Silicon Tetrachloride,,,CHEM,CHEM,INTERMEDIATE BASIC RAW MAT'L,N,N,L,Silicon Tetrachloride approval,,,,,,"AP, EMEA, LA, NA",
424,REVISIONS,RE_000424,RAW MATERIAL,GTC*A,,2008-04-29 11:04:49,77,Tom H Hoopes,Ronda J Hinterlong,,Cancelled,,OLISTIC,5.0,Adhesives,Urethane Base,,,,,,,,,,,,,,,,,,,N0040026,,,,,,,,,,,,,,Update format,,,,,,,
427,REVISIONS,RE_000427,RAW MATERIAL,GTC*A,,2008-04-29 11:16:39,1460,Tom H Hoopes,Bernadette Crookston,Tom H Hoopes,Completed,PAPER WORK - Completed,IRWANIC,0.0,"Lubricants, Release",Mold Release Agents,,,,,,,,,,,,,,,,,,,N0040029,,,,,,,,,,,,,,ChemTrend has requested spec change to better reflect material properties,,,,,,,
430,REVISIONS,RE_000430,RAW MATERIAL,GTC*A,,2008-04-29 11:40:24,160,Tom H Hoopes,Michael E Putinski,Tom H Hoopes,Cancelled,,GROLMIC,2.0,ChemOps,Polymerization,,,,,,,,,,,,,,,,,,,N0040031,,,,,,,,,,,,,,Update format,,,,,,,
444,REVISIONS,RE_000444,RAW MATERIAL,GTC*A,,2008-04-29 16:09:00,372,Tom H Hoopes,Rebecca Dando,Tom H Hoopes,Cancelled,,CODE210-A,13.0,Curing Materials,"Metal Oxides, Salts",,,,,,,,,,,,,,,,,,,N0040041,,,,,,,,,,,,,,Combine Code 210 & Code 210-A specs,,,,,,,
448,REVISIONS,RE_000448,RAW MATERIAL,GTC*A,,2008-04-29 16:22:19,1220,Tom H Hoopes,Manuela Pompei,Tom H Hoopes,Completed,PAPER WORK - Completed,CODE1244,0.0,Curing Materials,Sulfur,,,,,,,,,,,,,,,,,,,N0040045,,,,,,,,,,,,,,Increase thermal stability and % Insoluble sulfur,,,,,,,
462,NEW MATERIAL,NM_000462,RAW MATERIAL,GTC*L,,2008-04-30 07:00:00,1220,Lothar C Braun,Manuela Pompei,Lothar C Braun,Cancelled,PROGRAM INITIATION - Completed ,,,,,Odenwaelder,Odenwaelder Lackfabrik,,Others,Germany,"Odenwaelder Lackfabrik, Germany",Sefa-Hydro-Markierfarbe-gelb-WL753 1100,,,,,,,,,EMEA,Hanau,,RFX0005842,1.1,0,0,0,wb ink yellow,,,,,,N,U,L,wb ink,,,,,,EMEA,
